id,google_place_id,name,types,rating,latitude,longitude,formatted_address,formatted_phone_number,website,research_notes,research_status,research_last_attempted,research_attempts,location_id,is_featured,display_order,photo_reference
40,ChIJ_TkshURbE4cRWNbKz66sjkk,The Cheyenne Cañon Inn,lodging|point_of_interest|establishment,4.8,38.79121159999999,-104.8637542,"2030 West Cheyenne Road, Colorado Springs",,,,completed,,0,15,false,,AeeoHcJelRnk7tO8qiWxCIISadFxHgqVl53U3PXYT5kW6GzEGSqYS9MezlfPm3sVCk-pg0VJmxV9fxhmelN0kQmoULsk4R-fdhxmbbBd6vgcg9UGuWfyFgpbCx_jTgNYMYw8Gj2BNhC5HcutvasdHEvBqxOJO4D_HqmCU7KkOizT1DrEqQ0Jek06QOTqkM2fXLiPODYYq5u8kEqkIVk-e6d8-Q3nj36b0vK5A2W6pehO8gqp5rOgHALrxXQTjGm8DjUhrXZ6jMcCHuALnODg0uJ2Eih3B6LPoHxyC_jvbaEmpUy3NvR-SGA9hB05rY3IouuPQl6Ai4n5bRfN7vK_qDA661fIX3LYLSqriJu9mKPuiT_nVe0xiczG4-6DTph7bS7O8wG5V9EpsPb_ax4CAvKFIHPxCybmOhazysJoBYZlByhrEjBa1ONVEW3SvgqfT9LeUOx9AYxzI9aDSU-U5nW6CdG2pMqhiQ558t85BSQzMxEaTmM6LElAKLzEdWO1-ta9ZP9M6latohDd9cv4zLrtamsNvLxEpAIRCp4iEReHypIpnZZ3zjxGWq1-WH2jUEuXSc1_TNY-RaJtPHnjSdNB63aiwabimmBs0rllIC0kY_uGA80hV0x7-utGlWzlX57i7UpmPA
43,ChIJv10Jmux0K4cRqGBgsI4NK2Q,HolidayRental.com,lodging|real_estate_agency|travel_agency|point_of_interest|establishment,4.6,33.5024563,-111.9205519,"7432 East Camelback Road, Scottsdale",,,,completed,,0,16,false,,AeeoHcKT3NsN3EU9nTrqBBn-hGoxp-PYlUBZ8CV9XNX6ilRQkVa-uPBPYmz_ZK0tLvr2RHSY4XuM18mHpyA7sd25PO-hzk5S-pWUz49wSxWoTs1f3yW7lPU0_qgGl-BSZFxgvFRLYiw0w4b2cnLtG8jv0xw-DQ8XvG8bSmlNvdVPbc8B9D7WDDINp6Lpy7lLVDIu8zRbEw018cmY8BqFb2XlThE0YT3WDsL2tXGegz1pCLqiqip4mzHI2X887LwjVdx_MB561At74h1tw1EXZm-oBbf40Gi7RF0WRWy-YemDtuFiy4FHcIbe7gm01BuxPQqSloQeO6M94p0
41,ChIJ82w3-L8LK4cRSEn5ZIJWELg,Canopy by Hilton Scottsdale Old Town,lodging|point_of_interest|establishment,4.7,33.4924258,-111.9280754,"7142 East 1st Street, Scottsdale",,,,completed,,0,16,false,,AeeoHcJrHq2r_TtoyLatNf1_tneCgj-ZgNEbyM8s3JjHwb534hFsVVD9kJnBAd02jsLK77IVBMDuYc0NbP4u5mnDEZgxaJDHNIwtdeINB6DJkdNkhn-HD6iFTW9gH-QCzUmSO8gSKZ3xnk1CXhKzh2IJ8PzFgIrMN8_I0NvE6C0cI5eZzREiTrxnvwMTRWO1cLO_4Pq9B-mlCTMELpFZ7Z3rgnGQL_h_er7UcV1weFGuUt9kJMcnMA0Z9P1UTIvUF7acC7XkGmVD-vJYjOplhJzKvFtVhVQAKgZlZnoXd5RwasR-ghYKE0Z3bHBqYf7CMA6JiGJjbaFDZ3k
42,ChIJcxLCI8ALK4cR54-uJdcrxe4,Bespoke Inn Scottsdale,lodging|restaurant|food|point_of_interest|establishment,4.7,33.4906871,-111.9278889,"3701 North Marshall Way, Scottsdale",,,,completed,,0,16,false,,AeeoHcJ4OsTW_Go9-FWyF4zlaVNyFuUjS_Z20fDvr7w5c3qJPhHSkRV16C5WVEHc7WE1mvzcvqO0_nPztUVQcFMBSby1cHCkykV3e_EM-bcD3xkfaWfPKDWd_V4Zff_MJPnEHjagV553o3CKfY7lHy_0Sn1hV4CDJQ2jKRZVXVQLbtxNJP9XzLdhkOxiX3J9z3D1ngCz74zBXDSzpI5XO3XLOVVyjVEdUjSYQaG82iYtfKU5U56voqfsDOqnSrngPHqs4YjqXLLVbcLaJt4B4fN-H1TOt8dpaUUmPmuPdoiLf07_KSeMymBbGX-01K4UT7-GQd_kUtnreKg
44,ChIJrVJkm5QLK4cRnSmp5WqKapk,Hotel Valley Ho,lodging|spa|restaurant|food|point_of_interest|establishment,4.6,33.4936282,-111.9332457,"6850 East Main Street, Scottsdale",,,,completed,,0,16,false,,AeeoHcIg4I8YGAA3tMuPXi4GNjR8zlwt77ZT66itQ3FV2Bjv5bZR2okfwd3GjdnM-EsKzgJU0c_7mLKURbbqSmIlRRSJSwSImPCkkBnFnQyWJHntVSE1-ElFtJt6Qyr2KCF57Zxya3C-DIl5Gy8_dLrEloSHlRj-TygDSfTVbZ5c2xaA-NQVF_dIattLJbK-lAd96ztsN2LUQ7V4cnq0Ph1JjJE4sqxJHdv_zwSiipy71Btu7_ty8m_XM4Z_EUlgQ1aR_ieRq2KM4j__QHGa6f7H7sas24HaF3gHy8mcMW0vv9JSjd_fAdrl54PFjNHsayTANT8kxSNAVKg
37,ChIJaycKbQBFE4cRjCm0-00B6jk,Broadmor,lodging|point_of_interest|establishment,5.0,38.79538199999999,-104.841398,"1 Gentry Lane, Colorado Springs",,,,completed,,0,15,false,,
45,ChIJF6uCNcILK4cRPaMNNjP7Njw,Courtyard Scottsdale Old Town,lodging|point_of_interest|establishment,4.4,33.4860598,-111.9257541,"3311 North Scottsdale Road, Scottsdale",,,,completed,,0,16,false,,AeeoHcK_-TGfPpuIUuZ4P53Y6s6fPxffq8ZpE3LqPg-UWH_IaxhkpGp1-Ze7lRKnXxaVSpYWNSXSIfe-BiHCQz2Gr9wDVktJfZnXPgLWyq6fmNKslReKd5s3pgzAZXmZyrF-FIcic3zYn3Zn5pTb8Hllv-Dd4nH27j9nkvFNagpNj238xnp5HYFxOF0lb104JplBZ_Ym1hAD5pBuN78sfJy3_8u0N0vpSeX4KANH3GVpu1TMBwyQgZeMv7aeJfyUQJROeYRNiYx84iBWRghkql3M71HbYJsgGxwMX5WmYHYm03I0-8sVpUW_E_GJH3AqzWRmLxuCTjP7Zc8
50,ChIJP1jd5VSxVIgReEy_H67QJVA,The Carolina Hotel,lodging|point_of_interest|establishment,4.7,35.195739,-79.473816,"80 Carolina Vista Drive, Pinehurst",,,,completed,,0,19,false,,AeeoHcJyEflz43hi848tv_0KuJcZoKYT_FWPLuRAWNwAQKuaceF_fKeqVyuvRrrtQT2izW2KHhsbEVquF6t88K_R0rHgFOH5VvZVaKAyI9pIvknbVd61hgz0n8lz-WNnUXjSkjjP2oaX6AjCfAA4O8N_duQfAhvdzcB32udk-wGB9_CJ03lc3sABE5aH77mtqOFjR5RGIDC2f2R-TZ0DLsMeH0jSSO1012h9ODGMlMHjdWsI5aXQA7YAhi0XSPAyWMMaFtQ4i57a9-xHnpXE1vAlItAK_6OcAvUJK0j97rxdCj8CYLVPXLS3HmOxZA4jL8rfVjloLnqy_fM
56,ChIJ_xiXG7kb24AR0uLIOHy2H_A,Los Arboles Hotel,lodging|point_of_interest|establishment,4.6,33.8334664,-116.5452032,"266 East Vía Altamira, Palm Springs",,,,completed,,0,21,false,,AeeoHcJDRE8NjNQXjH-B6S11lc-GB30DBb55ej-vo_2tvJFm_mis8H3ehyoSgQKi89oM0JlUPm4EvyMOnUQdskb2BmRtq0DUACT8WnpqS7mfEb6z0KeVoK8xur7V3KDM3x2n2E0JiJSqJDD-G8E1OKPAD1K6zimyiRa-KKZQUExvIr3BUKYQe88LwHtUm2fTQ5jQ4wyOjPPI5umITiSpWAnV8qlxUcQYLBongvpWhylTkFsY087F9-H5Kjo9qrFPO-XydO3lXm1F2KVCxfOJV_sufv7sCJFKT5cD5DuOtSK19D1L6-HDexvdhHyYlh8d7i7FZsLVrHNB7vs
47,ChIJHeLohFKzVIgRTLLNl3LlDrE,The Hale Cottage,lodging|point_of_interest|establishment,5.0,35.1945442,-79.4698126,"85 Cherokee Road, Pinehurst",,,,completed,,0,19,false,,AeeoHcJkj1idF4PWjG2YnpRPXw8xS5uTD9QGz5UGRj-L_pUfL5BmEsjlfpZIryOH38ikIAV-sGB6xj1P2vPwdQDWpcgta4Mn2dbZ-XDSFpeXGAkcvsW3WL_7ZRyVrQAy-K4_Sfe00TsFdIKB0Ii78UoBFZHSIeGu_xoLsyEgNPc9bJKeiIPGyQfdgU4ZJh4up2ImAoOfIeLwfiR9BOVxye8XJdacV0P7ZiSEVhThurMUVz-RfOIDx73n7fiE5Cf7V1pUATlGuBiO14rNZbaMl2SUIE_XRAmX8FGh3T6n47DbI1ubpzsMDCbvq7RZyY1SuYYCSXueNaE0DWw
48,ChIJx-_qFRSxVIgRJj7CeHL2IVM,The Old Church of Pinehurst,lodging|point_of_interest|establishment,5.0,35.1975794,-79.47426659999999,"35 McLean Road, Pinehurst",,,,completed,,0,19,false,,AeeoHcIENl1ykXSGdlYg1Tumg4izH-J5r0REB_oA_d7xXpNauH02l1ptpRlBNjAXdgXNP-c6WhiioWGsf9Wtv_pBh83Ix9wqkZg2H1CJAxW7ipRUme4yXmbj-vr_9qEK8Fef9I5X2t8JMBUAM7sa6qsqX1gy2eK-ajFLy74BEw8XEJNlyF7Xr0tnqrIYGmWr14yuaXmDSeFluN4n9iD12e-8IWplbHocKGziT0ffXnF2Wox9xuVY90EJttkcV2Zi-YsGR1Uk_Ohqs4GcnuPvwatvBk9DMamd2FlMwK8UoFlJ-vMcipY0a6YTeSham0epb23xJAuMwCJfWrc
52,ChIJNQST7KvU_YgRUvVDXyW-jRU,The Sanctuary at Kiawah Island Golf Resort,lodging|point_of_interest|establishment,4.7,32.60121210000001,-80.0921209,"1 Sanctuary Beach Drive, Kiawah Island",,,,completed,,0,20,false,,AeeoHcL7xIAlSnkosz2W7q-e0nfZHu5b92qzX0kfA-STs5k7u3vm9i1Rp-skCAYQsEXGUt7fccwAfmYK4s7pm3vCaV7KYJ3keKN0HplxckQLm88SpYPdJbKHWXGnpcNTq_Qt4nirb2kbF6ymtRDi-goKUSgs_H6S63uCZ9kSYdEhm1brUrtCwQs3CWRcawhw6LXJUQ3uOHbrEGPUwXJssqw202nXcJKARgiNCFXOjQzAk5rbpqD-65mrs3H3MsiU8KImk4xttUXHYLERjdc5pcUqjpB9YR6p5eGS4eeOapeGcpvOpvClWM9Th0qjV1rRpyAhXLD_Rz3opdA
53,ChIJE13I7KvU_YgR4FNc4B4tZNw,The Ocean Room,bar|lodging|restaurant|food|point_of_interest|establishment,4.7,32.601364,-80.09143499999999,"1 Sanctuary Beach Drive, Kiawah Island",,,,completed,,0,20,false,,AeeoHcI-tYEwboUTGTKODdpaFbUlQK6sKshf6F2rycPjqamc8t7WxWRQhZBhLB-5Os-UGx0gEEcY9OxrCH2EN8CDlC2cLIz4VA_D0rD8q7hxI7kzuCp2SsAbSIBZNHktGIzHFa9-LpJuBGjidl4o1ouBqBtz5bP9Rt1p0UAYkXoesTIUh_w7DQzLhejFnP7mVrwsleVF0QEJtBtE6AcWyb6t_eYWa15EvKrUOM3nwN_0YFioCV-guC_1QJ9RXgbZhobK11gmL_l4IfTqoZPTPU2vI91QLUcRMOMM-xbkmzqeNwyyhkrg_fUIQBmLVYLFHjxsNbI33Heoqzs
54,ChIJy36KaKzU_YgRxcK3Qc7TgD8,Kiawah Island Golf Resort,lodging|point_of_interest|establishment,4.5,32.6033941,-80.0939306,"1 Sanctuary Beach Drive, Kiawah Island",,,,completed,,0,20,false,,AeeoHcI_FaKlWGT7Ah3cmvm8KE0vBZU1LVX1v2rKOO3ULBgsSSD8SJrE6IF2Yrjv_QQW9umUFkZaqFT8GFMDVddXrTiJeCfylJBOzOuUFvuY2SK7WE9eu1kCzDzsKcFPa9ZrM_KGHTDpbbal-HI82ZHRcXaeQ90MtUv08BXWAEFa_Kp6jpI9tCq911Fa27i1X-S4AkJT-TQ9C4dOPtzkp9VYr5ltvUp3VBwDXGFFiYY1xS_Ai7EefT2X0hlj_mPyS-Csx3I86VCLKxhefLEmvUVsu8M2QvXYy005lOC3kxEK_uMqQhsHsJRVQpMjAHhmOrswHndzmRed0Hg
49,ChIJP1jd5VSxVIgRArs7TpnucDw,Pinehurst Resort,lodging|point_of_interest|establishment,4.8,35.19579,-79.473674,"80 Carolina Vista Drive, Pinehurst",,,,completed,,0,19,false,,AeeoHcIdjasGNDWZ-7aPLwq1rgFJKNNlBvhRMvoqrYHo4AMN9JD0V5RT6mIoar0J1rIOlcm3FUXNtqzIh3p6Rer96a5zPYzFqZjvCMCveeiV_xkrgBqvF98Z7UneXAiZ2GXN44YJDH4JI5zh1iVH0oq3grl_XN_4Dk8Xk2QF4otZge4o0X1FAx1YbndjppzyGbpA7_W79rEBEnaecdojcJbKn4yfQhxlS00lqs4Ia3H_dL8GRrS8TMlgB7o5sV4JjHzt30nj8F2V5WVQjNZiBwazn9L46YsOa-P5DYSAF4ypkf_Y3l_KZ24dbiCQkepEALoBzX-u4cTo6iU
55,ChIJKaWElq8b24ARXLr_pp8LANs,The Willows Historic Palm Springs Inn,lodging|point_of_interest|establishment,4.9,33.8232119,-116.5505058,"412 West Tahquitz Canyon Way, Palm Springs",,,,completed,,0,21,false,,AeeoHcLYUZr1UiP7i0vJe2ChvhdQy8IqC7g2ao-ExbdAdEoTW3N26fBYwbHXK-Tkw2FvOuYALvWKxk6pig-RbD8L60TZLP8geJLJTIGO_VRlV3l4jouyfEbSWxAOMCQvc9tQuDqzAHj0XjrKg_X1H2-H4r4cZMpPZKL9Ga7J8RiKRlEntUMEmxIEeQShkDfLAcO7_0qs38p_dDwyXomkyVwhvoDe0vvBrXHm-3W8fuZk4UuDX5iyahlA92fL-Ta4esl6ySwcrvtptArx3rw9FVJEff5uU05YAbxgndSUFMlmiDGMUHinUUWNoT5BH2y0EEXPjquJnZBq9Yc
62,ChIJ3xONcw9754gRbhtG-v6m-lA,The Delaney Hotel,lodging|point_of_interest|establishment,4.7,28.5258512,-81.3759621,"1315 South Orange Avenue, Orlando",,,,completed,,0,23,false,,AeeoHcLIWe6IVn8iV-QPAZYnAVyDK5_szihEiM8435jwRzMy8MrUwiohhgGmeVm69tyg-1Omh6LseC4DZiAhdC-7hOq4YCL3IxBGZeKYajL6mNiQxmpJd6w2ACL1hO3vPK20BvEG-ucdU_XGuCfOuIHVGMhAC_Ao4X-slFQ2zjQ7_iGRKxtbCq0KXiw8nuF6yA1jfsHRGUysTJX7T6u0Ejc0TkyhweHUErkDn4eaWLzSLJMd9iqmBX_NjIfVs5nI39h4DWznnEzGS8OBz-J9Tjk94EjMtD-AFOgG_xXfBGtsbQg2pYNuRoFoLNwy6tHgZA7pk1lVB4WmfJY
58,ChIJUwGSL68b24AROEqKfb07UrU,Korakia Pensione,lodging|point_of_interest|establishment,4.6,33.8201768,-116.5514928,"257 South Patencio Road, Palm Springs",,,,completed,,0,21,false,,AeeoHcIdB9CMUJecSbRRVTIcbn0Y65qwiiKD8mIIOm_5D0Trk-CF-V_R_d51LCZAeI08NXCUyk8lJcbvmoA-3B-cXtw_O_aCIUfFd53oT1Y5FqjB151e-N7kqYecXeCf_7XOWuep23TEfDuOioTdj7ycTgnMccrCOhuFvvDexwDmfoIMK4gBj7HBz7MVDv35yJNijWQQBrzPmXVP_px1P2vyqlqXGek2v43TY7HDxbwA7E_wjCHZ8ZWPSF2ctS05R1zxwUbL8Mh7ZVvGPSAQ_J0--LAqt3Qn7yQ3v5865sDOX7t9O-QK2BG8qbSoXveEeJRRuu1Nkds_t_4
63,ChIJC9h9qwN754gR0x0TnGEHmRo,The Courtyard at Lake Lucerne,lodging|point_of_interest|establishment,4.6,28.535881,-81.37535199999999,"211 North Lucerne Circle West, Orlando",,,,completed,,0,23,false,,AeeoHcKFR5XlTN2-fR_FQwFugOtulFxuWzinUGkagjbDXnOOVrj7-oNqryd8xlm2HW_0KB0tjKe9drQpnGj04TwzENNZOBXcCbs75GdCgcgeAA2HQlEyNLUV6FvCsIM9k56uXe4u0UYUt3D7LTZ09e-J0DlTxTs0qH8TmMM_3covafGzkbOFG8E5MKlf_TGa7X_TCyBnMj_nN5kBxcuPLa6NdS3iuueilgyS5tOJbEA8KaSQcpgJrAApkj5Jz1IQNvMP8rfDdEJGyHhvS2ONCcFfFLy8tuv0mDZcpuArWMzG9iv-MFX66srMWUF1Pyuc1McwdSCL_FKsTmI
64,ChIJKwL9_gF754gRpAqJys_VQMo,"Grand Bohemian Orlando, Autograph Collection",lodging|point_of_interest|establishment,4.4,28.5389083,-81.3782669,"325 South Orange Avenue, Orlando",,,,completed,,0,23,false,,AeeoHcINm06Z0PyxJ67gZpDqyrTwlZ8htbnQ0Uys6x3iAQiKXT9b6K1YnxpnKzfccHypw61xkoJecHoS9ijhEG1Bi3MtWcej2vBJQA1wSB3k7XJumXvkCXyNzLdbj8xqnjXFZoS9cqNQgBinZJa7WFM8CGDLWBkt0mixCZ30AmpdtDppZBd5nGAc9lKHxLt1PWVbzDxruTLq-cYiiFGuCPk6m3NVte26jry2OhuOeXFuSaGKFlo0PM1b5ZuT7sNNhYG-JvdudDCpccvVhbr9k0Z_7u-skS5HaQFWCdDJkyR6yCufuw-is3ZBxlccq8MW53SPP6XJiCeumIo
66,ChIJx10ecKhU2YARqHRRoTrNUQo,The Westgate Hotel,lodging|point_of_interest|establishment,4.4,32.7162931,-117.1624272,"1055 Second Avenue, San Diego",,,,completed,,0,24,false,,AeeoHcJ-VEsFNRw4IEMBa_t_7U8_g9-xhE9d71pqsH883tL4fIDa_o6e7Eu-ulcx_U6yUbp6k3hC3DRI9rQ6EkaCIfJgC86lHLdoUj2GQKf8Wch9aG5To4DhETK8g2aKQ44JTFHYlBU5ekl0vXZ-NHg_cgrMgRNeIt-IqNWX2RQ_m6VwqSfzQmea4j56ze_w0WqU--o_W3cVsn2KnoHGkeJyzpvdqVDFAMqyhtGGNHzBlHfihpo9cnmvJu0Ktj5kRSNboU3AVX9MbEKO_FBPhyOgy5NocPaCQ2lZ2ooOJbRMXyq60EErPv_N-aejjLJggi_xBBtDrmU1yuM
